id|text|experiencer|emotion|target|cause|selected
8db93dce|PhRMA Is Funding a Democratic Think Tank Trying to Derail Medicare for All|"[""phrma""]"|surprise|"[[""think tank trying to derail medicare for all""]]"|"[[""think tank trying to derail medicare for all""]]"|True
47f696ce|Police Officer Checks On Elderly Woman, Then Mows Her Lawn|"[""police officer""]"|surprise|"[[""elderly woman""]]"|"[[""police officer checks on elderly woman, then mows her lawn""]]"|True
fe1afe2e|Police and protesters clash on Hong Kong anniversary|"[""police and protesters""]"|surprise|"[[""clash on hong kong anniversary""]]"|"[[""clash on hong kong anniversary""]]"|True
d504795e|President Trump declares victory after impeachment is defeated in the House|"[""president trump""]"|surprise|"[[""declares victory after impeachment is defeated in the house""]]"|"[[""declares victory after impeachment is defeated in the house""]]"|True
51c594fc|Real-life Spider-Man scales 15 floors to save mother from fire|[]|surprise|"[[""real-life spider-man scales 15 floors to save mother from fire""]]"|"[[""scales 15 floors to save mother from fire"",""real-life spider-man scales 15 floors to save mother from fire""]]"|True
6e636cd0|Refugee children praise ISIS, vow to 'crush' apostates, videos from Syrian camps show|"[""refugee children""]"|surprise|"[[""apostates, videos from syrian camps show""]]"|"[[""apostates, videos from syrian camps show""]]"|True
7bc62865|Revisiting Quentin Tarantino’s ‘Inglourious Basterds’ in the Trump era|[]|sadness|"[[""trump""]]"|"[[""‘inglourious basterds’ in the trump era""]]"|True
549fbd7f|San Francisco Man Gored In Neck At Pamplona's Running Of The Bulls|"[""man""]"|fear|[[]]|"[[""gored in neck at pamplona's running of the bulls""]]"|True
3954e8d0|Sarah Huckabee Sanders is getting a going-away party from the very reporters she lied to nonstop|"[""sarah huckabee sanders""]"|joy|"[[""party""],[""reporters she lied to nonstop""]]"|"[[""party""],[""reporters she lied to nonstop""]]"|True
31c16340|Saudi diplomat rejects activist's allegation he's a target|"[""saudi diplomat""]"|disgust|"[[""activist's allegation he's a target""]]"|"[[""activist's allegation he's a target""]]"|True
8814356c|Seething Senators Call Trump’s Environmental Plans Literally Toxic and “Dangerously off the Rails”|"[""senators""]"|fear|"[[""trump’s""]]"|"[[""environmental plans literally toxic and “dangerously off the rails""]]"|True
1a62b045|Single Momand#039;s NASA Internship Gets Funded By Strangers|"[""single momand""]"|surprise|"[[""nasa internship gets funded by strangers""]]"|"[[""nasa internship gets funded by strangers""]]"|True
35085872|Sri Lanka Easter Attack Leader Died In Hotel Bombing, Officials Say|"[""sri lanka"",""sri lanka easter attack leader""]"|sadness|"[[""died in hotel bombing, officials say""]]"|"[[""died in hotel bombing, officials say""]]"|True
9f367d94|Steyer Presidential Campaign Ad Pressures Pelosi By Name|[]|surprise|"[[""pelosi""]]"|"[[""steyer presidential campaign ad pressures pelosi by name""]]"|True
bdc5d086|Sudan Protesters Call for Civilian Rule After Military Kills Over 100 at Sit-In|"[""sudan protesters""]"|anger|"[[""military""]]"|"[[""kills over 100 at sit-in""]]"|True
affe00f4|Sudan: Defence minister Awad Ibn Auf says president Omar al-Bashir arrested|"[""sudan""]"|sadness|"[[""defence minister awad ibn auf says president omar al-bashir arrested""]]"|"[[""defence minister awad ibn auf says president omar al-bashir arrested""]]"|True
03ed6dd8|Syrian State Media: Projectiles Fired From Israeli Territory|[]|fear|[[]]|"[[""projectiles fired from israeli territory"",""projectiles fired""]]"|True
3640fadc|Tear gas fired as Indonesia protest turns violent|"[""indonesia protest""]"|anger|"[[""tear gas""]]"|"[[""turns violent""]]"|True
0ef52bf3|Ten Things You Need to Know Today: Saturday 30 Mar 2019|[]|surprise|[[]]|[[]]|True
5447ae46|Texas woman lived with mother’s skeletal remains for 3 years|[]|sadness|"[[""texas woman""]]"|"[[""mother’s skeletal remains for 3 years""]]"|True
dffbaaed|The 'Wild West' of Weed Is Dying Out. Here's What's Replacing It|"[""'wild west' of weed""]"|sadness|"[[""is dying""]]"|"[[""is dying""]]"|True
244afba1|The Christchurch Shooter has Been Charged with 50 Counts of Murder|[]|sadness|"[[""charged with 50 counts of murder""]]"|"[[""50 counts of murder""]]"|True
5a76e7c7|The Mueller Report Was Just Released. Read It Here.|"[""the mueller""]"|surprise|"[[""was just released. read it here.""]]"|"[[""was just released. read it here.""]]"|True
ece60735|The Outsize Imagination of Orson Welles|[]|joy|"[[""orson welles""]]"|"[[""imagination of orson welles""]]"|True
53479acf|The Queen makes kings of Spain and Netherlands Knights of the Garter|"[""the queen""]"|joy|"[[""netherlands knights of the garter""]]"|"[[""netherlands knights of the garter""]]"|True
aac678a6|The Sneaky Politics of “Natural Law”|"[""politics""]"|disgust|"[[""politics of “natural law”""]]"|"[[""politics of “natural law”""]]"|True
e5f5ea9b|The new, crucial role the California primary could have in 2020, explained|[]|surprise|"[[""could have in 2020, explained""]]"|"[[""could have in 2020, explained""]]"|True
212704e5|The pros and cons of sin taxes|[]|fear|"[[""pros and cons""]]"|"[[""pros and cons""]]"|True
787127a2|There's a Little Bit of Psychopath in All of Us|[]|sadness|"[[""little bit of psychopath in all of us""]]"|"[[""little bit of psychopath in all of us""]]"|True
cc78bb53|There’s a Reason You’ve Never Heard of John Delaney|"[""john delaney""]"|surprise|"[[""there’s a reason you’ve never heard""]]"|"[[""there’s a reason you’ve never heard""]]"|True
28264a76|There’s a Simple Reason Why So Many People Seem to Have the Same Freckle|[]|surprise|"[[""many people""],[""seem to have the same freckle""]]"|"[[""many people""],[""seem to have the same freckle""]]"|True
2a64b7b5|These Horrifying Family Separation Cases Have All Happened Since Trump “Ended” the Policy|"[""family""]"|sadness|"[[""trump""]]"|"[[""trump “ended” the policy""]]"|True
9978cae3|This Is What Fish Oil Supplements Actually Do|[]|surprise|"[[""supplements""],[""fish oil""]]"|"[[""this is what fish oil supplements actually do""]]"|True
7cf7e35e|This Year’s “Near-Normal” Hurricane Season Could Still Be Devastating|"[""hurricane""]"|fear|"[[""season could still be devastating""]]"|"[[""season could still be devastating""]]"|True
9e252736|Truck Plows Into Crowd On Guatemala Highway, Killing At Least 18|[]|surprise|"[[""truck plows into crowd on guatemala highway, killing at least 18""]]"|"[[""truck plows into crowd on guatemala highway, killing at least 18""]]"|True
83dda136|Trudeau Clamping Down On ‘Asylum Shopping’ Illegal Refugees Who Were Denied Asylum Elsewhere|"[""trudeau""]"|anger|"[[""illegal refugees""]]"|"[[""illegal refugees""]]"|True
e6dcbd9d|Trump Masterfully Navigates 'Send Her Back' Controversy|"[""trump""]"|surprise|"[[""masterfully navigates 'send her back' controversy""]]"|"[[""masterfully navigates 'send her back' controversy""]]"|True
1c41f250|Two judges shot during 'disturbance' outside Indianapolis White Castle|[]|anger|"[[""outside indianapolis white castle""]]"|"[[""shot during 'disturbance' outside indianapolis white castle""]]"|True
c8fd7775|U.N. Human-Rights Official: U.S. Abortion Bans Are ‘Extremist Hate’ and ‘Torture’|"[""u.n. human-rights official""]"|anger|"[[""U.S. Abortion Bans""]]"|"[[""u.s. abortion bans are ‘extremist hate’ and ‘torture’""]]"|True
4ad5ff50|U.S. Mercenaries Arrested in Haiti Were Part of a Half-Baked Scheme to Move $80 Million for Embattled President|"[""u.s. mercenaries""]"|surprise|"[[""for embattled president""]]"|"[[""for embattled president""]]"|True
16d8f82b|U.S.: Iran Test-Launched a Medium-Range Ballistic Missile|"[""u.s""]"|fear|"[[""test-launched a medium-range ballistic missile""]]"|"[[""test-launched a medium-range ballistic missile""]]"|True
9f16a980|Underdog 'Reggae Girlz' Make History at Women's World Cup|"[""reggae girlz""]"|joy|"[[""history at women's world cup""]]"|"[[""history at women's world cup""]]"|True
614141eb|Utah Couple Executed in Front of Son at Mexico Roadblock|"[""utah couple""]"|surprise|"[[""executed in front of son at mexico roadblock""]]"|"[[""executed in front of son at mexico roadblock""]]"|True
b1bd55c7|Video showing kids smoking pot circulates on social media, prompting woman's arrest|[]|surprise|"[[""video showing kids smoking pot circulates on social media, prompting woman's arrest""]]"|"[[""video showing kids smoking pot circulates on social media, prompting woman's arrest""]]"|True
1d7f847d|We Asked People Who've Never Smoked Weed What They Think it'd Feel Like|[]|sadness|"[[""what they think it'd feel like""]]"|"[[""what they think it'd feel like""]]"|True
16b532ef|What It's Like to Go Through a Gang Initiation|[]|sadness|"[[""gang initiation""]]"|"[[""gang initiation""]]"|True
686a0e28|What the Space Age taught us: Earth is the best planet out there|[]|joy|"[[""earth is the best planet out there""]]"|"[[""earth is the best planet out there""]]"|True
9b1aef5e|Zero Tolerance: Inside the Secretive Network of Immigrant Youth Shelters in Illinois|[]|sadness|"[[""immigrant""]]"|"[[""secretive network of immigrant youth shelters in illinois""]]"|True
84d7fa9e|‘Heartbreaking’: Sandy Hook Father Dies in Apparent Suicide|[]|sadness|"[[""sandy hook father dies in apparent suicide""]]"|"[[""sandy hook father dies in apparent suicide""]]"|True
0922b882|8chan Is a Megaphone for Gunmen. ‘Shut the Site Down,’ Says Its Creator.|"[""8chan""]"|disgust|"[[""says its creator.""]]"|"[[""says its creator.""]]"|True
99a84f60|Donald Trump should be thrilled that House Democrats are getting his tax returns|"[""donald trump""]"|joy|"[[""house democrats"",""should be thrilled that house democrats are getting his tax returns""]]"|"[[""should be thrilled that house democrats are getting his tax returns""]]"|True
079c0873|Edmonton stabbings: man charged over five knife attacks|[]|anger|"[["": man charged over five knife attacks""]]"|"[["": man charged over five knife attacks""]]"|True
537503eb|Feds Say Former VA Employee Used Vets’ Ailing Kids to Scam Millions|"[""feds""]"|disgust|"[[""va employee""]]"|"[[""used vets’ ailing kids to scam millions""]]"|True
39894295|French tycoons show competitive streak over Notre Dame aid|"[""french tycoons""]"|joy|"[[""notre dame aid""]]"|"[[""over notre dame aid""]]"|True
568d3e85|Full-Term Abortion Clinic Injures Woman During Botched Abortion – Report|"[""full-term""]"|anger|"[[""full-term abortion clinic injures woman during botched abortion – report""]]"|"[[""full-term abortion clinic injures woman during botched abortion – report0""]]"|True
6e60edbf|Gaza Militants Escalate Rocket Attacks On Israel, Multiple People Killed|"[""gaza militants""]"|fear|"[[""on israel, multiple people killed""]]"|"[[""multiple people killed""]]"|True
51ede8d7|Here’s How Many Assault-Style Weapons Have Been Returned In New Zealand|[]|joy|"[[""assault-style weapons""],[""weapons have been returned""]]"|"[[""have been returned in new zealand""],[""weapons have been returned""]]"|True
bba8f435|Here’s Why There Was A Flying Tortilla During the National Championship|"[""national championship""]"|joy|"[[""here’s why there was a flying""]]"|"[[""here’s why there was a flying""]]"|True
7b3e04c8|Hickenlooper: Give Illegal Immigrants 10-year Visas ‘Immediately’|[]|surprise|"[[""give illegal immigrants 10-year visas ‘immediately’""]]"|"[[""give illegal immigrants 10-year visas ‘immediately’""]]"|True
e1c74411|Instagrammers told not to swim in idyllic lake|[]|surprise|"[[""not to swim in idyllic lake""]]"|"[[""not to swim in idyllic lake""]]"|True
9f5e3c32|Jony Ive leaves Apple: the best devices from the designer’s 30-year career at Cupertino - and the worst|"[""jony ive leaves apple"",""jony ive""]"|surprise|"[[""from the designer’s 30-year career at cupertino - and the worst""]]"|"[[""jony ive leaves apple""]]"|True
38a5eb0c|Jussie Smollett's Attorney Suggests Attackers May Have Been In 'WHITEFACE'|"[""jussie smollett's attorney""]"|sadness|"[[""attackers may have been in 'whiteface'""]]"|"[[""attackers may have been in 'whiteface'""]]"|True
c6738803|Kamala Harris responds to Alabama abortion ban by raising $160,000 for pro-choice groups|"[""kamala harris""]"|surprise|"[[""abortion ban by raising $160,000 for pro-choice groups""]]"|"[[""abortion ban by raising $160,000 for pro-choice groups""]]"|True
c1acf433|Nolte: CNN Invents Dangerous Conspiracy Theory About Trump Refusing to Leave Presidency|"[""trump""]"|disgust|"[[""cnn""]]"|"[[""theory about trump refusing to leave presidency""]]"|True
86963a58|Playboy plans to appeal after reporter says his White House credentials were suspended|"[""playboy""]"|disgust|"[[""reporter""],[""white house credentials were suspended""]]"|"[[""white house credentials were suspended""]]"|True
8ba91a86|Sri Lanka Muslims, refugees fear backlash from Easter attack|"[""sri lanka muslims"",""sri lanka""]"|fear|"[[""refugees fear backlash from easter attack""]]"|"[[""refugees fear backlash from easter attack""]]"|True
07482a84|Sri Lanka shakes up top security posts after deadly bombings|"[""sri lanka""]"|surprise|[[]]|"[[""security posts after deadly bombings""]]"|True
b81f9764|Stop Treating U.S. Women’s Soccer Like a Women’s Auxiliary|[]|anger|"[[""stop treating u.s. women’s soccer like a women’s auxiliary""]]"|"[[""stop treating u.s. women’s soccer like a women’s auxiliary""]]"|True
9095c8ff|Survivor of WWII Internment Camp Speaks Out: Japanese Americans Know the Trauma of Child Detention|"[""survivor of wwii internment camp""]"|sadness|"[[""japanese americans know the trauma of child detention""]]"|"[[""japanese americans know the trauma of child detention""]]"|True
af731ebc|Syrian refugee arrested for alleged ISIS terror plot to attack Christian church in Pittsburgh|"[""syrian refugee""]"|fear|"[[""syrian refugee""]]"|"[[""alleged isis terror plot to attack christian church in pittsburgh""]]"|True
1903c1a6|The Electoral College Was Not a Pro-Slavery Ploy|[]|disgust|"[[""pro-slavery ploy""]]"|"[[""the electoral college was not a pro-slavery ploy""]]"|True
20fdb8f2|The United States Is Notoriously Bad at Counting Civilian Casualties. Its Allies Are Even Worse.|"[""the united states""]"|surprise|"[[""counting civilian casualties. its allies are even worse.""]]"|"[[""its allies are even worse.""]]"|True
13a9254b|Trump Would ‘Do-Over’ Jeff Sessions Appointment: Hiring Him Was My ‘Biggest Mistake’|"[""trump""]"|surprise|"[[""would ‘do-over’ jeff sessions appointment: hiring him was my ‘biggest mistake’""]]"|"[[""would ‘do-over’ jeff sessions appointment: hiring him was my ‘biggest mistake’"",""hiring him was my ‘biggest mistake’""]]"|True
179ca4dd|Trump denies U.S. plan to send 120,000 troops to counter Iran threat|"[""trump""]"|fear|"[[""denies u.s. plan to send 120,000 troops to counter iran threat""]]"|"[[""denies u.s. plan to send 120,000 troops to counter iran threat""]]"|True
5a90b063|Trump order to make medical service costs more transparent|"[""trump""]"|surprise|"[[""service costs more transparent""]]"|"[[""costs more transparent""]]"|True
52396e67|Trump taunts Democrats with his immigration plan|"[""trump""]"|disgust|"[[""democrats""]]"|"[[""taunts democrats with his immigration plan""]]"|True
b5cc1186|Trump's thrilled he's finally got an attorney general willing to sell out the American people|"[""trump""]"|disgust|"[[""finally got an attorney general willing to sell out the american people""]]"|"[[""finally got an attorney general willing to sell out the american people""]]"|True
176d95a8|Trump’s Shadow War on Climate Science|[]|fear|"[[""climate science""]]"|"[[""climate science""]]"|True
55302ca6|Turkish opposition leader safe after attack at soldier’s funeral|[]|surprise|"[[""opposition leader""]]"|"[[""safe after attack at soldier’s funeral""]]"|True
2fb14ab3|U.S. Women’s National Soccer Team Beats England, Advances to World Cup Final|"[""u.s. women’s national soccer team""]"|surprise|"[[""england""]]"|"[[""advances to world cup final""]]"|True
dc1c2e2e|WNBA Suspends Riquna Williams For 10 Games Over Alleged Domestic Violence|"[""wnba""]"|surprise|"[[""for 10 games over alleged domestic violence"",""suspends riquna williams for 10 games""]]"|"[[""for 10 games over alleged domestic violence""]]"|True
09239480|Watch a Woman Drop a 20-Litre Container of Ranch Dressing... Everywhere|[]|disgust|"[[""20-litre container of ranch""]]"|"[[""drop a 20-litre container of ranch dressing""]]"|True
5cb55dbc|What disasters reveal about mental-health care|[]|surprise|"[[""mental-health care""]]"|"[[""disasters reveal about mental-health care"",""what disasters reveal about mental-health care""]]"|True
7b5467aa|Wray's FBI Continues to Cover for Comey's Shenanigans|"[""fbi""]"|surprise|"[[""continues to cover for comey's shenanigans""]]"|"[[""continues to cover for comey's shenanigans""]]"|True
88ed1e43|Yields on 10-year Treasury note settle below 2% ahead of U.S.-China trade meeting|[]|surprise|[[]]|"[[""settle below 2% ahead of u.s.-china trade meeting""]]"|True
6cde3b52|‘Clean-up in aisle 5!’ Kimberley Strassel spots something ‘convenient’ about post-Mueller media scoops|"[""kimberley strassel""]"|surprise|"[[""spots something ‘convenient’ about post-mueller media scoops""]]"|"[[""spots something ‘convenient’ about post-mueller media scoops""]]"|True
4b727c64|‘We hope it won’t end up being a dud’: Jerry Nadler’s attempted explanation for why Mueller is testifying spells DESPERATION|"[""jerry nadler’s""]"|fear|"[[""mueller""]]"|"[[""why mueller is testifying spells desperation""]]"|True
045a73aa|14 States Still Have Laws Meant to Limit Poor Families’ Sizes|"[""states""]"|surprise|"[[""14 states""]]"|[[]]|True
8e52f604|Budget Deficit Totals $747 Billion So Far in 2019, On Pace to Top $1 Trillion|"[""budget""]"|surprise|"[[""$747 billion so far in 2019, on pace to top $1 trillion""]]"|"[[""$747 billion so far in 2019, on pace to top $1 trillion""]]"|True
e05220f0|Dayton Mayor Mocks Trump: 'He Might Be Going to Toledo'|"[""dayton mayor""]"|surprise|"[[""trump""]]"|"[[""'he might be going to toledo'""]]"|True
597426d0|HUGE! Rep. Ratcliffe: DOJ Letter Says US Attorney Durham is Investigating False Statements, FISA Abuse, Leaks – Also UK and Aussie Intel Under Review|"[""ratcliffe""]"|surprise|"[[""doj letter says us attorney durham is investigating false statements, fisa abuse, leaks – also uk and aussie intel under review""]]"|"[[""doj letter says us attorney durham is investigating false statements, fisa abuse, leaks – also uk and aussie intel under review""]]"|True
c9cb115e|Massive migrant mob WALKS AROUND border wall|"[""migrant""]"|surprise|"[[""massive migrant mob walks around border wall""]]"|"[[""walks around border wall"",""massive migrant mob walks around border wall""]]"|True
40330334|Trump tells Democratic congresswomen to ‘go back’ to ‘fix’ countries they came from|"[""trump""]"|disgust|"[[""tells democratic congresswomen to ‘go back’ to ‘fix’ countries they came from""]]"|"[[""tells democratic congresswomen to ‘go back’ to ‘fix’ countries they came from""]]"|True
7cfa901c|"U.N. Special Rapporteur Calls for Julian Assange to Be Freed, Citing ""Psychological Torture"""|"[""u.n. special rapporteur""]"|sadness|"[[""psychological torture""]]"|"[[""psychological torture""]]"|True
e1b34aae|'Act Cautiously': China Warns U.S. Against Push to Label Pakistan-Based Jihadi a ‘Global Terrorist'|"[""china""]"|fear|"[[""china""]]"|"[[""against push to label pakistan-based jihadi a ‘global terrorist'""]]"|True
3355c1c2|16 U.S. Marines Arrested on Human Smuggling, Drug Charges near Border|[]|anger|"[[""16 u.s. marines""]]"|"[[""human smuggling, drug charges near border""]]"|True
0c180494|A Rosé by Any Other Name: Welcome to Duty Free|[]|joy|[[]]|"[[""welcome to duty free""]]"|True
2f218edf|A ‘fantasy’: Medieval scholars educate white nationalists on their ‘pure white Europe’ claims|"[""medieval scholars""]"|surprise|"[[""nationalists on their ‘pure white europe’ claims""]]"|"[[""nationalists on their ‘pure white europe’ claims""]]"|True
e47693fe|ACLU calls for probe after black man was detained while moving into his home|"[""aclu""]"|fear|"[[""black man was detained while moving into his home"",""probe after black man was detained while moving into his home""]]"|"[[""black man was detained while moving into his home"",""probe after black man was detained while moving into his home""]]"|True
b6821fb8|AOC Tells Trump “We’re Not Going Anywhere”|"[""aoc""]"|anger|"[[""trump""]]"|"[[""“we’re not going anywhere”""]]"|True
c7319a8b|Acosta Resigns, Calling Criticism of His Lenience in Epstein Case a Distraction to Administration|"[""acosta""]"|disgust|"[[""calling criticism of his lenience in epstein case a distraction to administration""]]"|"[[""calling criticism of his lenience in epstein case a distraction to administration""]]"|True
5bda0025|Acting ICE Director: AOC’s Concentration Camp Comments Demoralize Border Agents|"[""ice""]"|sadness|"[[""concentration camp""]]"|"[[""aoc’s concentration camp comments demoralize border agents""]]"|True
c369c62e|Add Trump’s Yemen Veto to Obama’s Spotty War Legacy|[]|surprise|"[[""obama’s spotty war legacy""]]"|"[[""obama’s spotty war legacy""]]"|True
93134f72|After Baby’s Death, Rhode Island 911 Operators May Receive Enhanced Training|[]|sadness|"[[""911 operators""]]"|"[[""may receive enhanced training""]]"|True
767d7b31|After series of UK milkshake tossing incidents, leftists say such physical attacks are effective — and 'absolutely hilarious'|[]|anger|"[[""leftists""]]"|"[[""leftists say such physical attacks are effective — and 'absolutely hilarious'""]]"|True
4d8f2312|Alabama Congressman Quotes Mein Kampf to Criticize Democrats and the Media|"[""alabama congressman""]"|disgust|"[[""democrats""]]"|"[[""criticize democrats and the media"",""quotes mein kampf to criticize democrats and the media""]]"|True
22f44f8a|Amid Calls for New Special Counsel, Silence on Internal Probe of FBI, DOJ Abuses|"[""amid calls""]"|anger|"[[""new special counsel""]]"|"[[""silence on internal probe of fbi, doj abuses""]]"|True
349a9d6e|Andrew Gillum Reiterates Call for Impeachment After Mueller Report|"[""andrew gillum""]"|anger|"[[""impeachment after mueller report""]]"|"[[""impeachment after mueller report""]]"|True
e855c8c8|Antisemitic Incidents Surge in Berlin with over 1,000 Cases in 2018|[]|surprise|"[[""antisemitic incidents""]]"|"[[""antisemitic incidents surge""]]"|True
42ff34a2|As Venezuela Coup Attempt Fails to Overthrow Maduro, Guaidó Calls for Protests|"[""venezuela""]"|surprise|"[[""maduro""]]"|"[[""guaidó calls for protests""]]"|True
32f1a645|Asylum officers ask court to block Trump program that's 'contrary to the moral fabric of our Nation'|"[""asylum officers""]"|disgust|"[[""block trump program that's 'contrary to the moral fabric of our nation'""]]"|"[[""block trump program that's 'contrary to the moral fabric of our nation'""]]"|True
9e82f283|BAHAHA! Eric Swalwell talking smack about Barr and how they will ‘hold Trump accountable’ is even FUNNIER now (watch)|"[""trump"",""eric swalwell""]"|joy|"[[""eric swalwell""]]"|"[[""is even funnier now (watch)""],[""‘hold trump""]]"|True
d6f2b901|Baltimore struggling after ransomware cyberhack cripple Baltimore's government computer network|"[""baltimore""]"|fear|"[[""cyberhack""]]"|"[[""cyberhack cripple baltimore's government computer network""]]"|True
089e8794|Barr confirms key Mueller finding: Trump directed a criminal scheme to violate campaign-finance law|"[""trump""]"|surprise|"[[""criminal scheme to violate campaign-finance""]]"|"[[""trump directed a criminal scheme to violate campaign-finance law""]]"|True
a2e5bc45|Before AOC, There Was the SPD|"[""aoc,""]"|surprise|"[[""there was the spd""]]"|"[[""there was the spd""]]"|True
82c40cb6|Ben Carson admits that black Americans are struggling in Trump’s economy|"[""ben carson""]"|surprise|"[[""black americans""]]"|"[[""are struggling in trump’s economy""]]"|True
876aedb3|Beto 2.0: Campaign hires Obama MVP for delegate hunt|"[""beto 2.0""]"|joy|"[[""obama""],[""mvp""]]"|"[[""campaign hires obama mvp for delegate hunt""]]"|True
a6378506|Bette Midler: Sarah Huckabee Sanders Is ‘Milkmaid’ Who ‘Slung S**t’|"[""bette midler""]"|disgust|"[[""sarah huckabee sanders is ‘milkmaid’ who ‘slung s**t’""]]"|"[[""sarah huckabee sanders is ‘milkmaid’ who ‘slung s**t’""]]"|True
6fc121bd|Books in Brief: Recent Releases on Richard Holbrooke and America’s Hidden Empire|[]|surprise|"[[""richard holbrooke and america’s hidden empire""]]"|"[[""books in brief: recent releases on richard holbrooke and america’s hidden empire""]]"|True
ec9fe4d8|Border Patrol Chief Carla Provost Was a Member of Secret Facebook Group|"[""border""]"|surprise|"[[""member of secret facebook group""]]"|"[[""member of secret facebook group""]]"|True
18ab7186|Boris Johnson ‘will get UK match fit for no deal’|"[""boris johnson""]"|anger|"[[""‘will get uk match fit for no deal’""]]"|"[[""will get uk match fit for no deal""]]"|True
360214bb|Boris Johnson, Brussels and the battle for Brexit|"[""boris johnson""]"|anger|"[[""brussels and the battle for brexit""]]"|"[[""brussels and the battle for brexit""]]"|True
c0180737|Brian Williams Interrupts Barr Hearing to Call Lindsey Graham a Liar|"[""brian williams""]"|fear|"[[""lindsey graham""]]"|"[[""interrupts barr hearing to call lindsey graham a liar""]]"|True
3326f3a3|British Actress Emma Thompson: Abortion Laws Dragging U.S. Back to the 'Dark Ages'|"[""emma thompson""]"|anger|"[[""emma""]]"|"[[""dragging u.s. back to the 'dark ages'""]]"|True
ec48c4a5|Brooks: 'A Lot of People Got Out Ahead of the Evidence' on Collusion - Trump Isn't Exonerated|"[""brooks""]"|disgust|"[[""got out ahead of the evidence' on collusion""]]"|"[[""got out ahead of the evidence' on collusion""]]"|True
a45760b3|Canadian commentators criticize U.S. team for celebrating World Cup rout|"[""canadian""]"|anger|"[[""canadian commentators""]]"|"[[""for celebrating world cup rout""]]"|True
be5f02a6|Canvassing the 55 Percent of Rural Voters Wanting Medicare for All|[]|surprise|"[[""rural voters wanting medicare for all""]]"|"[[""rural voters wanting medicare for all""]]"|True
db6f718f|Chelsea Clinton Received $300k As An IAC Board Member - For Attending Just SIX Meetings|[]|joy|"[[""received $300k as an iac board member - for attending just six meetings""]]"|"[[""received $300k as an iac board member - for attending just six meetings""]]"|True
f1467c2b|Chinese Soldiers Think It’s Impressive And Intimidating To Jump Into Some Mud|"[""chinese soldiers""]"|fear|"[[""think it’s impressive and intimidating to jump into some mud""]]"|"[[""think it’s impressive and intimidating to jump into some mud""]]"|True
dac2d301|Cops: NYPD Officer Ordered Hit on Estranged Husband, Boyfriend’s Kid|"[""cops""]"|anger|"[[""nypd officer ordered hit on estranged husband, boyfriend’s kid""]]"|"[[""nypd officer ordered hit on estranged husband, boyfriend’s kid""]]"|True
b6d9c430|Dan Gainor: Meghan McCain fights back – Kudos to conservative who burst ultra-liberal Seth Meyers’ bubble|"[""dan gainor""]"|anger|"[[""conservative""]]"|"[[""seth""]]"|True
6d8bb8a1|Dear Prudence Podcast: Help! My Friend Treats Me Like an Unpaid Therapist.|[]|sadness|"[[""help! my friend treats me like an unpaid therapist.""]]"|"[[""help! my friend treats me like an unpaid therapist.""]]"|True
2a796814|Democrats Hit Trump’s Trans-Troop Ban as It Takes Effect|"[""democrats""]"|anger|"[[""hit trump’s trans-troop ban as it takes effect""]]"|"[[""hit trump’s trans-troop ban as it takes effect""]]"|True
64c4d417|Democrats Rip McConnell for Promising to Fill Potential SCOTUS Vacancy in 2020|"[""democrats"",""mcconnell""]"|anger|"[[""promising to fill potential scotus vacancy in 2020""]]"|"[[""promising to fill potential scotus vacancy in 2020""]]"|True
2d752af5|Despite Risks, House Democrats Should Impeach Trump|[]|anger|"[[""Trump""]]"|"[[""house democrats should impeach trump""]]"|True
e5bda0a9|Doctors find differences in brains of U.S. diplomats who alleged mystery attacks in Cuba|"[""doctors""]"|surprise|"[[""alleged mystery attacks in cuba""],[""u.s. diplomats""]]"|"[[""find differences in brains of u.s. diplomats who alleged mystery attacks in cuba""]]"|True
ce8308d9|Donald Trump's War on Worker Rights|"[""worker rights"",""donald trump""]"|fear|"[[""worker rights""]]"|"[[""worker rights""]]"|True
9c802e46|Drivers Should Compare Car Insurance Quotes Before Renewing The Contract|"[""drivers""]"|anger|"[[""insurance quotes before renewing the contract""]]"|"[[""renewing the contract""]]"|True
d3ba6ee6|Electric carmakers gear up for market charge|"[""electric carmakers""]"|surprise|"[[""gear up for market charge""]]"|"[[""gear up for market charge""]]"|True
32b2ac67|Escape reality with these delightful old-time thrillers. You’ll forget 2020 is almost here.|[]|surprise|"[[""you’ll forget 2020 is almost here.""]]"|"[[""you’ll forget 2020 is almost here.""],[""with these delightful old-time""],[""delightful old-time""]]"|True
676e0f0a|Facebook Co-Founder Calls Its Cryptocurrency Plans ‘Frightening’|"[""facebook co-founder""]"|fear|"[[""calls its cryptocurrency plans ‘frightening’""]]"|"[[""calls its cryptocurrency plans ‘frightening’""]]"|True
f1f28444|Feltham YOI: 13 prison guards hospitalised after teenage inmates riot|"[""prison guards""]"|anger|"[[""13 prison guards hospitalised after teenage inmates riot""]]"|"[[""13 prison guards hospitalised after teenage inmates riot"",""hospitalised after teenage inmates riot""]]"|True
681f1e23|Filipina Journalist Maria Ressa Helped Expose Duterte's Deadly Drug War; He's Now Trying to Jail Her|"[""maria ressa""]"|surprise|"[[""he's now trying to jail her""]]"|"[[""he's now trying to jail her""]]"|True
dfe03a6f|Florida trooper had sex with 14-year-old girl in the back of his car: authorities|"[""florida""],[""trooper""]"|anger|"[[""14-year-old girl""]]"|"[[""14-year-old girl""]]"|True
